seed,corrupt,r01,r10,precision,recall,f1,TP,FP,FN
20,1000,0.1,0.3,0.5135135135135135,0.912,0.6570605187319885,912,864,88
20,1000,0.1,0.4,0.47172774869109946,0.901,0.6192439862542954,901,1009,99
20,1000,0.1,0.5,0.4873723804406233,0.907,0.6340440405452639,907,954,93
20,1000,0.4,0.6,0.44863336475023563,0.952,0.6098654708520179,952,1170,48
20,1000,0.4,0.1,0.7106782106782107,0.985,0.8256496227996647,985,401,15
20,1000,0.5,0.3,0.6781609195402298,0.944,0.7892976588628762,944,448,56
20,1000,0.5,0.4,0.5418552036199095,0.958,0.6921965317919074,958,810,42
20,1000,0.5,0.5,0.5034228541337546,0.956,0.6595377716453951,956,943,44
20,1000,0.5,0.2,0.6664359861591695,0.963,0.7877300613496933,963,482,37
20,1000,0.4,0.7,0.4067579127459367,0.951,0.5698022768124625,951,1387,49
20,1000,0.6,0.7,0.47767185148018065,0.952,0.636151019044437,952,1041,48
20,1000,0.7,0.2,0.6520566419420094,0.967,0.778896496173983,967,516,33
20,1000,0.7,0.5,0.5549031121550205,0.945,0.6992230854605992,945,758,55
20,1000,0.7,0.4,0.6468984321745058,0.949,0.7693554925010133,949,518,51
20,1000,0.7,0.3,0.5679811653914068,0.965,0.7150796591330123,965,734,35
20,1000,0.6,0.1,0.7645650438946529,0.958,0.8504216600088772,958,295,42
20,1000,0.6,0.6,0.4952681388012618,0.942,0.6492074431426601,942,960,58
20,500,0.3,0.1,0.44256455921638466,0.994,0.6124460874922982,497,626,3
20,500,0.1,0.6,0.31050531914893614,0.934,0.4660678642714571,467,1037,33
20,500,0.4,0.2,0.3265856950067476,0.968,0.4883955600403633,484,998,16
20,500,0.4,0.5,0.313953488372093,0.972,0.474609375,486,1062,14
20,500,0.5,0.1,0.5182863113897597,0.992,0.6808510638297873,496,461,4
20,500,0.4,0.3,0.3312841530054645,0.97,0.49389002036659885,485,979,15
20,500,0.6,0.3,0.35751295336787564,0.966,0.5218800648298217,483,868,17
20,500,0.7,0.1,0.5294117647058824,0.99,0.6898954703832753,495,440,5
20,500,0.6,0.2,0.35201149425287354,0.98,0.5179704016913319,490,902,10
20,500,0.3,0.2,0.3455571227080395,0.98,0.510948905109489,490,928,10
20,500,0.2,0.1,0.4900596421471173,0.986,0.6547144754316069,493,513,7
20,500,0.1,0.3,0.3345272206303725,0.934,0.49261603375527424,467,929,33
20,500,0.1,0.4,0.30810092961487384,0.928,0.46261216350947154,464,1042,36
20,500,0.1,0.5,0.3086900129701686,0.952,0.4662095984329089,476,1066,24
20,500,0.4,0.1,0.4857703631010795,0.99,0.6517445687952601,495,524,5
20,500,0.5,0.2,0.35766423357664234,0.98,0.5240641711229946,490,880,10
20,500,0.7,0.2,0.40350877192982454,0.966,0.5692398350029464,483,714,17
20,500,0.7,0.4,0.35259692757863936,0.964,0.5163363685056239,482,885,18
20,500,0.7,0.3,0.39271255060728744,0.97,0.5590778097982708,485,750,15
20,500,0.6,0.1,0.5309446254071661,0.978,0.6882477128782547,489,432,11
20,10000,0.3,0.6,0.5405405405405406,0.938,0.685847987423683,9380,7973,620
