seed,corrupt,r01,r10,precision,recall,f1,TP,FP,FN
75,10,0.7,0.7,0.25,1.0,0.4,10,30,0
75,10,0.6,0.5,0.3333333333333333,0.9,0.48648648648648646,9,18,1
75,10,0.3,0.5,0.2,0.9,0.32727272727272727,9,36,1
75,10,0.3,0.4,0.2647058823529412,0.9,0.40909090909090906,9,25,1
75,10,0.3,0.3,0.3333333333333333,0.9,0.48648648648648646,9,18,1
75,10,0.4,0.6,0.1875,0.9,0.31034482758620696,9,39,1
75,10,0.5,0.3,0.43478260869565216,1.0,0.6060606060606061,10,13,0
75,10,0.5,0.4,0.37037037037037035,1.0,0.5405405405405406,10,17,0
75,10,0.5,0.5,0.26666666666666666,0.8,0.4,8,22,2
75,10,0.6,0.7,0.18,0.9,0.3,9,41,1
75,10,0.7,0.5,0.43478260869565216,1.0,0.6060606060606061,10,13,0
75,10,0.7,0.4,0.6,0.9,0.7200000000000001,9,6,1
75,10,0.7,0.3,0.7142857142857143,1.0,0.8333333333333333,10,4,0
75,10,0.6,0.6,0.23255813953488372,1.0,0.37735849056603776,10,33,0
75,50,0.3,0.6,0.5342465753424658,0.78,0.6341463414634146,39,34,11
75,50,0.3,0.7,0.4421052631578947,0.84,0.5793103448275863,42,53,8
75,50,0.4,0.5,0.6363636363636364,0.84,0.7241379310344828,42,24,8
75,50,0.5,0.7,0.46808510638297873,0.88,0.6111111111111112,44,50,6
75,50,0.5,0.6,0.5494505494505495,1.0,0.7092198581560284,50,41,0
75,50,0.4,0.4,0.6756756756756757,1.0,0.8064516129032258,50,24,0
75,50,0.4,0.3,0.7962962962962963,0.86,0.826923076923077,43,11,7
75,50,0.6,0.3,0.8103448275862069,0.94,0.8703703703703703,47,11,3
75,50,0.6,0.4,0.8113207547169812,0.86,0.8349514563106797,43,10,7
75,50,0.7,0.6,0.704225352112676,1.0,0.8264462809917354,50,21,0
75,50,0.7,0.7,0.625,1.0,0.7692307692307693,50,30,0
75,50,0.6,0.5,0.6666666666666666,1.0,0.8,50,25,0
75,50,0.3,0.5,0.5833333333333334,0.84,0.6885245901639344,42,30,8
75,50,0.3,0.4,0.6567164179104478,0.88,0.7521367521367521,44,23,6
75,50,0.3,0.3,0.7213114754098361,0.88,0.7927927927927928,44,17,6
75,50,0.4,0.6,0.5466666666666666,0.82,0.6559999999999999,41,34,9
75,50,0.5,0.3,0.7966101694915254,0.94,0.8623853211009174,47,12,3
75,50,0.5,0.4,0.75,0.84,0.7924528301886793,42,14,8
75,50,0.5,0.5,0.6774193548387096,0.84,0.75,42,20,8
75,50,0.4,0.7,0.4731182795698925,0.88,0.6153846153846154,44,49,6
75,50,0.6,0.7,0.525,0.84,0.6461538461538462,42,38,8
75,50,0.7,0.5,0.7936507936507936,1.0,0.8849557522123894,50,13,0
75,50,0.7,0.4,0.8620689655172413,1.0,0.9259259259259259,50,8,0
75,50,0.7,0.3,0.9259259259259259,1.0,0.9615384615384615,50,4,0
75,50,0.6,0.6,0.6212121212121212,0.82,0.706896551724138,41,25,9
119,100,0.3,0.6,0.7153846153846154,0.93,0.8086956521739131,93,37,7
119,100,0.3,0.7,0.64,0.96,0.7679999999999999,96,54,4
119,100,0.4,0.5,0.8403361344537815,1.0,0.91324200913242,100,19,0
