thresh,precision,recall,TP,FP,FN,TN,n_predicted,n_ground_pos
0.272,0.5052631578947369,0.7868852459016393,48,47,13,77,95,61
0.273,0.5052631578947369,0.7868852459016393,48,47,13,77,95,61
0.274,0.5052631578947369,0.7868852459016393,48,47,13,77,95,61
0.275,0.5,0.7868852459016393,48,48,13,76,96,61
0.276,0.5,0.7868852459016393,48,48,13,76,96,61
0.277,0.5,0.7868852459016393,48,48,13,76,96,61
0.278,0.4948453608247423,0.7868852459016393,48,49,13,75,97,61
0.279,0.4948453608247423,0.7868852459016393,48,49,13,75,97,61
0.28,0.4948453608247423,0.7868852459016393,48,49,13,75,97,61
0.281,0.4948453608247423,0.7868852459016393,48,49,13,75,97,61
0.28200000000000003,0.4948453608247423,0.7868852459016393,48,49,13,75,97,61
0.28300000000000003,0.4948453608247423,0.7868852459016393,48,49,13,75,97,61
0.28400000000000003,0.4948453608247423,0.7868852459016393,48,49,13,75,97,61
0.28500000000000003,0.4948453608247423,0.7868852459016393,48,49,13,75,97,61
0.28600000000000003,0.4948453608247423,0.7868852459016393,48,49,13,75,97,61
0.28700000000000003,0.4948453608247423,0.7868852459016393,48,49,13,75,97,61
0.28800000000000003,0.5,0.8032786885245902,49,49,12,75,98,61
0.289,0.5,0.8032786885245902,49,49,12,75,98,61
0.29,0.5,0.8032786885245902,49,49,12,75,98,61
0.291,0.5,0.8032786885245902,49,49,12,75,98,61
0.292,0.494949494949495,0.8032786885245902,49,50,12,74,99,61
0.293,0.494949494949495,0.8032786885245902,49,50,12,74,99,61
0.294,0.48514851485148514,0.8032786885245902,49,52,12,72,101,61
0.295,0.48514851485148514,0.8032786885245902,49,52,12,72,101,61
0.296,0.48514851485148514,0.8032786885245902,49,52,12,72,101,61
0.297,0.48514851485148514,0.8032786885245902,49,52,12,72,101,61
0.298,0.4803921568627451,0.8032786885245902,49,53,12,71,102,61
0.299,0.4803921568627451,0.8032786885245902,49,53,12,71,102,61
0.3,0.4854368932038835,0.819672131147541,50,53,11,71,103,61
0.301,0.4854368932038835,0.819672131147541,50,53,11,71,103,61
0.302,0.49038461538461536,0.8360655737704918,51,53,10,71,104,61
0.303,0.49038461538461536,0.8360655737704918,51,53,10,71,104,61
0.304,0.49038461538461536,0.8360655737704918,51,53,10,71,104,61
0.305,0.49056603773584906,0.8524590163934426,52,54,9,70,106,61
0.306,0.48148148148148145,0.8524590163934426,52,56,9,68,108,61
