virus_id,host_id,virus_genus,host_name,status
3433775,258944,betacoronavirus,neoromicia somalicus,incorrect_but_suspected
3433775,258959,betacoronavirus,tylonycteris pachypus,correct
3433775,526822,betacoronavirus,tylonycteris robustula,incorrect_but_unlikely
3433775,59485,betacoronavirus,vespertilio murinus,incorrect_but_suspected
694008,105273,betacoronavirus,vespertilio sinensis,correct
694008,258946,betacoronavirus,pipistrellus coromandra,incorrect_but_unlikely
694008,187011,betacoronavirus,nyctalus plancyi,incorrect_but_unlikely
694008,375553,betacoronavirus,nyctalus plancyi,incorrect_but_unlikely
694008,51300,betacoronavirus,nyctalus noctula,correct
694008,246814,betacoronavirus,pipistrellus pygmaeus,correct
694008,294653,betacoronavirus,pipistrellus hesperidus,correct
694008,59473,betacoronavirus,pipistrellus nathusii,correct
694008,110941,betacoronavirus,macronycteris commersonii,host not in dataset
694008,2603869,betacoronavirus,macronycteris vittatus,host not in dataset
694008,188568,betacoronavirus,aselliscus stoliczkanus,correct
694008,1207989,betacoronavirus,hipposideros lekaguli,incorrect_but_unlikely
694008,188569,betacoronavirus,hipposideros pratti,correct
694008,59453,betacoronavirus,hipposideros diadema,incorrect_but_unlikely
694008,175524,betacoronavirus,hipposideros larvatus,incorrect_but_suspected
694008,186990,betacoronavirus,hipposideros armiger,correct
694008,186991,betacoronavirus,hipposideros armiger,correct
694008,157961,betacoronavirus,hipposideros bicolor,incorrect_but_suspected
694008,270698,betacoronavirus,hipposideros cineraceus,incorrect_but_unlikely
694008,334201,betacoronavirus,hipposideros pomona,incorrect_but_suspected
694008,249020,betacoronavirus,hipposideros abae,incorrect_but_unlikely
694008,584995,betacoronavirus,hipposideros fuliginosus,incorrect_but_suspected
694008,302402,betacoronavirus,hipposideros caffer,correct
694008,463808,betacoronavirus,hipposideros ruber,correct
694008,170233,betacoronavirus,hipposideros cervinus,incorrect_but_suspected
694008,58069,betacoronavirus,hipposideros galeritus,correct
694008,159858,betacoronavirus,rhinolophus pusillus,correct
694008,376555,betacoronavirus,rhinolophus pusillus,correct
694008,169756,betacoronavirus,rhinolophus monoceros,incorrect_but_negative
694008,188570,betacoronavirus,rhinolophus lepidus,incorrect_but_suspected
694008,196296,betacoronavirus,rhinolophus cornutus,correct
694008,188572,betacoronavirus,rhinolophus rex,correct
694008,196889,betacoronavirus,rhinolophus macrotis,correct
694008,867892,betacoronavirus,rhinolophus siamensis,incorrect_but_suspected
694008,476588,betacoronavirus,rhinolophus marshalli,incorrect_but_suspected
694008,337452,betacoronavirus,rhinolophus borneensis,incorrect_but_suspected
694008,76837,betacoronavirus,rhinolophus philippinensis,incorrect_but_suspected
694008,320431,betacoronavirus,rhinolophus acuminatus,incorrect_but_suspected
694008,608659,betacoronavirus,rhinolophus malayanus,incorrect_but_suspected
694008,178895,betacoronavirus,rhinolophus creaghi,correct
694008,76834,betacoronavirus,rhinolophus arcuatus,incorrect_but_suspected
694008,608708,betacoronavirus,rhinolophus shameli,incorrect_but_suspected
694008,59477,betacoronavirus,rhinolophus affinis,correct
694008,430491,betacoronavirus,rhinolophus stheno,incorrect_but_suspected
694008,476589,betacoronavirus,rhinolophus thomasi,correct
694008,89399,betacoronavirus,rhinolophus sinicus,correct
694008,188571,betacoronavirus,rhinolophus pearsonii,correct
694008,249024,betacoronavirus,rhinolophus alcyone,incorrect_but_suspected
694008,2603865,betacoronavirus,rhinolophus lobatus,host not in dataset
694008,2603866,betacoronavirus,rhinolophus rhodesiae,host not in dataset
694008,519041,betacoronavirus,rhinolophus simulator,incorrect_but_unlikely
694008,302408,betacoronavirus,rhinolophus capensis,incorrect_but_unlikely
694008,49443,betacoronavirus,rhinolophus darlingi,incorrect_but_suspected
694008,59478,betacoronavirus,rhinolophus clivosus,correct
694008,59479,betacoronavirus,rhinolophus ferrumequinum,correct
694008,342862,betacoronavirus,rhinolophus mehelyi,correct
694008,519037,betacoronavirus,rhinolophus blasii,correct
694008,337453,betacoronavirus,rhinolophus luctus,incorrect_but_suspected
694008,430492,betacoronavirus,rhinolophus trifoliatus,incorrect_but_suspected
694008,77218,betacoronavirus,rhinolophus hipposideros,correct
694008,1195082,betacoronavirus,triaenops menamena,host not in dataset
694008,329870,betacoronavirus,triaenops persicus,correct
694008,549403,betacoronavirus,triaenops afer,host not in dataset
694008,3371112,betacoronavirus,lyroderma lyra,host not in dataset
694008,124756,betacoronavirus,rhinopoma hardwickii,correct
694008,132908,betacoronavirus,pteropus vampyrus,incorrect_but_suspected
694008,166054,betacoronavirus,pteropus lylei,incorrect_but_suspected
694008,196297,betacoronavirus,pteropus rufus,incorrect_but_negative
694008,385575,betacoronavirus,pteropus dasymallus,incorrect_but_suspected
694008,328804,betacoronavirus,pteropus conspicillatus,incorrect_but_suspected
694008,9402,betacoronavirus,pteropus alecto,correct
694008,9403,betacoronavirus,pteropus poliocephalus,incorrect_but_suspected
694008,58057,betacoronavirus,acerodon celebensis,incorrect_but_suspected
694008,1410044,betacoronavirus,epomops buettikoferi,incorrect_but_suspected
694008,1898389,betacoronavirus,epomops sp.,host not in dataset
694008,77231,betacoronavirus,epomops franqueti,correct
694008,2853157,betacoronavirus,epomophorus pusillus,host not in dataset
694008,372077,betacoronavirus,epomophorus gambianus,correct
694008,903567,betacoronavirus,epomophorus labiatus,correct
694008,58067,betacoronavirus,epomophorus wahlbergi,incorrect_but_suspected
694008,498220,betacoronavirus,nanonycteris veldkampii,incorrect_but_suspected
694008,448084,betacoronavirus,hypsignathus monstrosus,incorrect_but_suspected
694008,58071,betacoronavirus,myonycteris angolensis,incorrect_but_suspected
694008,77243,betacoronavirus,myonycteris torquata,incorrect_but_suspected
694008,58073,betacoronavirus,megaloglossus woermanni,correct
694008,1898393,betacoronavirus,rousettus sp.,host not in dataset
694008,58083,betacoronavirus,rousettus amplexicaudatus,correct
694008,77223,betacoronavirus,rousettus madagascariensis,incorrect_but_suspected
694008,9407,betacoronavirus,rousettus aegyptiacus,correct
694008,9408,betacoronavirus,rousettus leschenaultii,correct
694008,58065,betacoronavirus,eonycteris spelaea,correct
694008,58063,betacoronavirus,eidolon dupreanum,correct
694008,77214,betacoronavirus,eidolon helvum,correct
694008,1898386,betacoronavirus,cynopterus sp.,host not in dataset
694008,58060,betacoronavirus,cynopterus brachyotis,correct
694008,9400,betacoronavirus,cynopterus sphinx,correct
694008,298110,betacoronavirus,,host_unknown
694008,77233,betacoronavirus,megaerops niphanae,correct
694008,374419,betacoronavirus,megaerops kusnotoi,incorrect_but_suspected
694008,326081,betacoronavirus,dyacopterus spadiceus,correct
694008,326151,betacoronavirus,penthetor lucasii,host not in dataset
694008,326083,betacoronavirus,macroglossus sobrinus,incorrect_but_suspected
694008,1381355,betacoronavirus,taphozous perforatus,correct
694008,187003,betacoronavirus,taphozous melanopogon,incorrect_but_suspected
694008,907075,betacoronavirus,coleura afra,incorrect_but_suspected
694008,258909,betacoronavirus,,host_unknown
694008,909369,betacoronavirus,glauconycteris variegata,incorrect_but_suspected
694008,29078,betacoronavirus,eptesicus fuscus,incorrect_but_suspected
694008,2969767,betacoronavirus,histiotus laephotis,incorrect_but_unlikely
694008,3371014,betacoronavirus,cnephaeus japonensis,host not in dataset
694008,3371016,betacoronavirus,cnephaeus nilssonii,host not in dataset
694008,3371021,betacoronavirus,cnephaeus serotinus,host not in dataset
694008,360967,betacoronavirus,ia io,correct
694008,109485,betacoronavirus,hypsugo savii,correct
694008,999321,betacoronavirus,hypsugo alaschanicus,incorrect_but_suspected
694008,867834,betacoronavirus,hypsugo pulveratus,incorrect_but_suspected
694008,143942,betacoronavirus,chalinolobus tuberculatus,incorrect_but_unlikely
694008,258889,betacoronavirus,chalinolobus gouldii,incorrect_but_unlikely
694008,2491053,betacoronavirus,falsistrellus mackenziei,incorrect_but_unlikely
694008,110938,betacoronavirus,laephotis capensis,host not in dataset
694008,258944,betacoronavirus,neoromicia somalicus,incorrect_but_suspected
694008,258959,betacoronavirus,tylonycteris pachypus,correct
694008,526822,betacoronavirus,tylonycteris robustula,incorrect_but_unlikely
694008,59485,betacoronavirus,vespertilio murinus,incorrect_but_suspected
2832974,258946,betacoronavirus,pipistrellus coromandra,incorrect_but_unlikely
2832974,187011,betacoronavirus,nyctalus plancyi,incorrect_but_unlikely
2832974,375553,betacoronavirus,nyctalus plancyi,incorrect_but_unlikely
2832974,51300,betacoronavirus,nyctalus noctula,correct
2832974,246814,betacoronavirus,pipistrellus pygmaeus,correct
2832974,294653,betacoronavirus,pipistrellus hesperidus,correct
2832974,59473,betacoronavirus,pipistrellus nathusii,correct
2832974,110941,betacoronavirus,macronycteris commersonii,host not in dataset
2832974,2603869,betacoronavirus,macronycteris vittatus,host not in dataset
2832974,188568,betacoronavirus,aselliscus stoliczkanus,correct
2832974,1207989,betacoronavirus,hipposideros lekaguli,incorrect_but_unlikely
2832974,188569,betacoronavirus,hipposideros pratti,correct
2832974,59453,betacoronavirus,hipposideros diadema,incorrect_but_unlikely
2832974,175524,betacoronavirus,hipposideros larvatus,incorrect_but_suspected
2832974,186990,betacoronavirus,hipposideros armiger,correct
2832974,186991,betacoronavirus,hipposideros armiger,correct
2832974,157961,betacoronavirus,hipposideros bicolor,incorrect_but_suspected
2832974,270698,betacoronavirus,hipposideros cineraceus,incorrect_but_unlikely
2832974,334201,betacoronavirus,hipposideros pomona,incorrect_but_suspected
2832974,249020,betacoronavirus,hipposideros abae,incorrect_but_unlikely
2832974,584995,betacoronavirus,hipposideros fuliginosus,incorrect_but_suspected
2832974,302402,betacoronavirus,hipposideros caffer,correct
2832974,463808,betacoronavirus,hipposideros ruber,correct
2832974,170233,betacoronavirus,hipposideros cervinus,incorrect_but_suspected
2832974,58069,betacoronavirus,hipposideros galeritus,correct
2832974,159858,betacoronavirus,rhinolophus pusillus,correct
2832974,376555,betacoronavirus,rhinolophus pusillus,correct
2832974,169756,betacoronavirus,rhinolophus monoceros,incorrect_but_negative
2832974,188570,betacoronavirus,rhinolophus lepidus,incorrect_but_suspected
2832974,196296,betacoronavirus,rhinolophus cornutus,correct
2832974,188572,betacoronavirus,rhinolophus rex,correct
2832974,196889,betacoronavirus,rhinolophus macrotis,correct
2832974,867892,betacoronavirus,rhinolophus siamensis,incorrect_but_suspected
2832974,476588,betacoronavirus,rhinolophus marshalli,incorrect_but_suspected
2832974,337452,betacoronavirus,rhinolophus borneensis,incorrect_but_suspected
2832974,76837,betacoronavirus,rhinolophus philippinensis,incorrect_but_suspected
2832974,320431,betacoronavirus,rhinolophus acuminatus,incorrect_but_suspected
2832974,608659,betacoronavirus,rhinolophus malayanus,incorrect_but_suspected
2832974,178895,betacoronavirus,rhinolophus creaghi,correct
2832974,76834,betacoronavirus,rhinolophus arcuatus,incorrect_but_suspected
2832974,608708,betacoronavirus,rhinolophus shameli,incorrect_but_suspected
2832974,59477,betacoronavirus,rhinolophus affinis,correct
2832974,430491,betacoronavirus,rhinolophus stheno,incorrect_but_suspected
2832974,476589,betacoronavirus,rhinolophus thomasi,correct
2832974,89399,betacoronavirus,rhinolophus sinicus,correct
2832974,188571,betacoronavirus,rhinolophus pearsonii,correct
2832974,249024,betacoronavirus,rhinolophus alcyone,incorrect_but_suspected
2832974,2603865,betacoronavirus,rhinolophus lobatus,host not in dataset
2832974,2603866,betacoronavirus,rhinolophus rhodesiae,host not in dataset
2832974,519041,betacoronavirus,rhinolophus simulator,incorrect_but_unlikely
2832974,302408,betacoronavirus,rhinolophus capensis,incorrect_but_unlikely
2832974,49443,betacoronavirus,rhinolophus darlingi,incorrect_but_suspected
2832974,59478,betacoronavirus,rhinolophus clivosus,correct
2832974,59479,betacoronavirus,rhinolophus ferrumequinum,correct
2832974,342862,betacoronavirus,rhinolophus mehelyi,correct
2832974,519037,betacoronavirus,rhinolophus blasii,correct
2832974,337453,betacoronavirus,rhinolophus luctus,incorrect_but_suspected
2832974,430492,betacoronavirus,rhinolophus trifoliatus,incorrect_but_suspected
2832974,77218,betacoronavirus,rhinolophus hipposideros,correct
2832974,1195082,betacoronavirus,triaenops menamena,host not in dataset
2832974,329870,betacoronavirus,triaenops persicus,correct
2832974,549403,betacoronavirus,triaenops afer,host not in dataset
2832974,3371112,betacoronavirus,lyroderma lyra,host not in dataset
2832974,124756,betacoronavirus,rhinopoma hardwickii,correct
2832974,132908,betacoronavirus,pteropus vampyrus,incorrect_but_suspected
2832974,166054,betacoronavirus,pteropus lylei,incorrect_but_suspected
2832974,196297,betacoronavirus,pteropus rufus,incorrect_but_negative
2832974,385575,betacoronavirus,pteropus dasymallus,incorrect_but_suspected
2832974,328804,betacoronavirus,pteropus conspicillatus,incorrect_but_suspected
2832974,9402,betacoronavirus,pteropus alecto,correct
2832974,9403,betacoronavirus,pteropus poliocephalus,incorrect_but_suspected
2832974,58057,betacoronavirus,acerodon celebensis,incorrect_but_suspected
2832974,1410044,betacoronavirus,epomops buettikoferi,incorrect_but_suspected
2832974,1898389,betacoronavirus,epomops sp.,host not in dataset
2832974,77231,betacoronavirus,epomops franqueti,correct
2832974,2853157,betacoronavirus,epomophorus pusillus,host not in dataset
2832974,372077,betacoronavirus,epomophorus gambianus,correct
2832974,903567,betacoronavirus,epomophorus labiatus,correct
2832974,58067,betacoronavirus,epomophorus wahlbergi,incorrect_but_suspected
2832974,498220,betacoronavirus,nanonycteris veldkampii,incorrect_but_suspected
2832974,448084,betacoronavirus,hypsignathus monstrosus,incorrect_but_suspected
2832974,58071,betacoronavirus,myonycteris angolensis,incorrect_but_suspected
2832974,77243,betacoronavirus,myonycteris torquata,incorrect_but_suspected
2832974,58073,betacoronavirus,megaloglossus woermanni,correct
2832974,1898393,betacoronavirus,rousettus sp.,host not in dataset
2832974,58083,betacoronavirus,rousettus amplexicaudatus,correct
2832974,77223,betacoronavirus,rousettus madagascariensis,incorrect_but_suspected
2832974,9407,betacoronavirus,rousettus aegyptiacus,correct
2832974,9408,betacoronavirus,rousettus leschenaultii,correct
2832974,58065,betacoronavirus,eonycteris spelaea,correct
2832974,58063,betacoronavirus,eidolon dupreanum,correct
2832974,77214,betacoronavirus,eidolon helvum,correct
2832974,1898386,betacoronavirus,cynopterus sp.,host not in dataset
2832974,58060,betacoronavirus,cynopterus brachyotis,correct
2832974,9400,betacoronavirus,cynopterus sphinx,correct
2832974,298110,betacoronavirus,,host_unknown
2832974,77233,betacoronavirus,megaerops niphanae,correct
2832974,374419,betacoronavirus,megaerops kusnotoi,incorrect_but_suspected
2832974,326081,betacoronavirus,dyacopterus spadiceus,correct
2832974,326151,betacoronavirus,penthetor lucasii,host not in dataset
2832974,326083,betacoronavirus,macroglossus sobrinus,incorrect_but_suspected
2832974,1381355,betacoronavirus,taphozous perforatus,correct
2832974,187003,betacoronavirus,taphozous melanopogon,incorrect_but_suspected
2832974,907075,betacoronavirus,coleura afra,incorrect_but_suspected
2832974,258909,betacoronavirus,,host_unknown
2832974,909369,betacoronavirus,glauconycteris variegata,incorrect_but_suspected
2832974,29078,betacoronavirus,eptesicus fuscus,incorrect_but_suspected
2832974,2969767,betacoronavirus,histiotus laephotis,incorrect_but_unlikely
2832974,3371016,betacoronavirus,cnephaeus nilssonii,host not in dataset
2832974,360967,betacoronavirus,ia io,correct
2832974,109485,betacoronavirus,hypsugo savii,correct
2832974,59474,betacoronavirus,pipistrellus pipistrellus,correct
2832974,999321,betacoronavirus,hypsugo alaschanicus,incorrect_but_suspected
2832974,867834,betacoronavirus,hypsugo pulveratus,incorrect_but_suspected
2832974,143942,betacoronavirus,chalinolobus tuberculatus,incorrect_but_unlikely
2832974,258889,betacoronavirus,chalinolobus gouldii,incorrect_but_unlikely
2832974,2491053,betacoronavirus,falsistrellus mackenziei,incorrect_but_unlikely
2832974,110938,betacoronavirus,laephotis capensis,host not in dataset
2832974,258944,betacoronavirus,neoromicia somalicus,incorrect_but_suspected
2832974,526822,betacoronavirus,tylonycteris robustula,incorrect_but_unlikely
2832974,59485,betacoronavirus,vespertilio murinus,incorrect_but_suspected
1928434,110941,betacoronavirus,macronycteris commersonii,host not in dataset
1928434,2603869,betacoronavirus,macronycteris vittatus,host not in dataset
1928434,188568,betacoronavirus,aselliscus stoliczkanus,correct
1928434,1207989,betacoronavirus,hipposideros lekaguli,incorrect_but_unlikely
1928434,188569,betacoronavirus,hipposideros pratti,correct
1928434,186991,betacoronavirus,hipposideros armiger,correct
1928434,157961,betacoronavirus,hipposideros bicolor,incorrect_but_suspected
1928434,270698,betacoronavirus,hipposideros cineraceus,incorrect_but_unlikely
1928434,334201,betacoronavirus,hipposideros pomona,incorrect_but_suspected
1928434,584995,betacoronavirus,hipposideros fuliginosus,incorrect_but_suspected
1928434,302402,betacoronavirus,hipposideros caffer,correct
1928434,463808,betacoronavirus,hipposideros ruber,correct
1928434,170233,betacoronavirus,hipposideros cervinus,incorrect_but_suspected
1928434,58069,betacoronavirus,hipposideros galeritus,correct
1928434,376555,betacoronavirus,rhinolophus pusillus,correct
1928434,169756,betacoronavirus,rhinolophus monoceros,incorrect_but_negative
1928434,188570,betacoronavirus,rhinolophus lepidus,incorrect_but_suspected
1928434,196296,betacoronavirus,rhinolophus cornutus,correct
1928434,188572,betacoronavirus,rhinolophus rex,correct
1928434,196889,betacoronavirus,rhinolophus macrotis,correct
1928434,476588,betacoronavirus,rhinolophus marshalli,incorrect_but_suspected
1928434,337452,betacoronavirus,rhinolophus borneensis,incorrect_but_suspected
1928434,76837,betacoronavirus,rhinolophus philippinensis,incorrect_but_suspected
1928434,178895,betacoronavirus,rhinolophus creaghi,correct
1928434,76834,betacoronavirus,rhinolophus arcuatus,incorrect_but_suspected
1928434,59477,betacoronavirus,rhinolophus affinis,correct
1928434,476589,betacoronavirus,rhinolophus thomasi,correct
1928434,188571,betacoronavirus,rhinolophus pearsonii,correct
1928434,249024,betacoronavirus,rhinolophus alcyone,incorrect_but_suspected
1928434,2603865,betacoronavirus,rhinolophus lobatus,host not in dataset
1928434,2603866,betacoronavirus,rhinolophus rhodesiae,host not in dataset
1928434,302408,betacoronavirus,rhinolophus capensis,incorrect_but_unlikely
1928434,49443,betacoronavirus,rhinolophus darlingi,incorrect_but_suspected
1928434,59478,betacoronavirus,rhinolophus clivosus,correct
1928434,342862,betacoronavirus,rhinolophus mehelyi,correct
1928434,519037,betacoronavirus,rhinolophus blasii,correct
1928434,337453,betacoronavirus,rhinolophus luctus,incorrect_but_suspected
1928434,430492,betacoronavirus,rhinolophus trifoliatus,incorrect_but_suspected
1928434,77218,betacoronavirus,rhinolophus hipposideros,correct
1928434,1195082,betacoronavirus,triaenops menamena,host not in dataset
1928434,329870,betacoronavirus,triaenops persicus,correct
1928434,549403,betacoronavirus,triaenops afer,host not in dataset
1928434,3371112,betacoronavirus,lyroderma lyra,host not in dataset
1928434,124756,betacoronavirus,rhinopoma hardwickii,correct
1928434,132908,betacoronavirus,pteropus vampyrus,incorrect_but_suspected
1928434,166054,betacoronavirus,pteropus lylei,incorrect_but_suspected
1928434,196297,betacoronavirus,pteropus rufus,incorrect_but_negative
1928434,385575,betacoronavirus,pteropus dasymallus,incorrect_but_suspected
1928434,328804,betacoronavirus,pteropus conspicillatus,incorrect_but_suspected
1928434,58057,betacoronavirus,acerodon celebensis,incorrect_but_suspected
1928434,1410044,betacoronavirus,epomops buettikoferi,incorrect_but_suspected
1928434,1898389,betacoronavirus,epomops sp.,host not in dataset
1928434,77231,betacoronavirus,epomops franqueti,correct
1928434,2853157,betacoronavirus,epomophorus pusillus,host not in dataset
1928434,372077,betacoronavirus,epomophorus gambianus,correct
1928434,903567,betacoronavirus,epomophorus labiatus,correct
1928434,58067,betacoronavirus,epomophorus wahlbergi,incorrect_but_suspected
1928434,498220,betacoronavirus,nanonycteris veldkampii,incorrect_but_suspected
1928434,448084,betacoronavirus,hypsignathus monstrosus,incorrect_but_suspected
1928434,58071,betacoronavirus,myonycteris angolensis,incorrect_but_suspected
1928434,77243,betacoronavirus,myonycteris torquata,incorrect_but_suspected
1928434,58073,betacoronavirus,megaloglossus woermanni,correct
1928434,77223,betacoronavirus,rousettus madagascariensis,incorrect_but_suspected
1928434,9407,betacoronavirus,rousettus aegyptiacus,correct
1928434,58063,betacoronavirus,eidolon dupreanum,correct
1928434,77214,betacoronavirus,eidolon helvum,correct
1928434,58060,betacoronavirus,cynopterus brachyotis,correct
1928434,298110,betacoronavirus,,host_unknown
1928434,77233,betacoronavirus,megaerops niphanae,correct
1928434,374419,betacoronavirus,megaerops kusnotoi,incorrect_but_suspected
1928434,326081,betacoronavirus,dyacopterus spadiceus,correct
1928434,326151,betacoronavirus,penthetor lucasii,host not in dataset
1928434,326083,betacoronavirus,macroglossus sobrinus,incorrect_but_suspected
1928434,1381355,betacoronavirus,taphozous perforatus,correct
1928434,907075,betacoronavirus,coleura afra,incorrect_but_suspected
3433757,110941,betacoronavirus,macronycteris commersonii,host not in dataset
3433757,2603869,betacoronavirus,macronycteris vittatus,host not in dataset
3433757,188568,betacoronavirus,aselliscus stoliczkanus,correct
3433757,1207989,betacoronavirus,hipposideros lekaguli,incorrect_but_unlikely
3433757,188569,betacoronavirus,hipposideros pratti,correct
3433757,59453,betacoronavirus,hipposideros diadema,incorrect_but_unlikely
3433757,175524,betacoronavirus,hipposideros larvatus,incorrect_but_suspected
3433757,186990,betacoronavirus,hipposideros armiger,correct
3433757,186991,betacoronavirus,hipposideros armiger,correct
3433757,157961,betacoronavirus,hipposideros bicolor,incorrect_but_suspected
3433757,270698,betacoronavirus,hipposideros cineraceus,incorrect_but_unlikely
3433757,334201,betacoronavirus,hipposideros pomona,incorrect_but_suspected
3433757,249020,betacoronavirus,hipposideros abae,incorrect_but_unlikely
3433757,584995,betacoronavirus,hipposideros fuliginosus,incorrect_but_suspected
3433757,302402,betacoronavirus,hipposideros caffer,correct
3433757,463808,betacoronavirus,hipposideros ruber,correct
3433757,170233,betacoronavirus,hipposideros cervinus,incorrect_but_suspected
3433757,58069,betacoronavirus,hipposideros galeritus,correct
3433757,159858,betacoronavirus,rhinolophus pusillus,correct
3433757,376555,betacoronavirus,rhinolophus pusillus,correct
3433757,169756,betacoronavirus,rhinolophus monoceros,incorrect_but_negative
3433757,188570,betacoronavirus,rhinolophus lepidus,incorrect_but_suspected
3433757,196296,betacoronavirus,rhinolophus cornutus,correct
3433757,188572,betacoronavirus,rhinolophus rex,correct
3433757,196889,betacoronavirus,rhinolophus macrotis,correct
3433757,867892,betacoronavirus,rhinolophus siamensis,incorrect_but_suspected
3433757,476588,betacoronavirus,rhinolophus marshalli,incorrect_but_suspected
3433757,337452,betacoronavirus,rhinolophus borneensis,incorrect_but_suspected
3433757,76837,betacoronavirus,rhinolophus philippinensis,incorrect_but_suspected
3433757,320431,betacoronavirus,rhinolophus acuminatus,incorrect_but_suspected
3433757,608659,betacoronavirus,rhinolophus malayanus,incorrect_but_suspected
3433757,178895,betacoronavirus,rhinolophus creaghi,correct
3433757,76834,betacoronavirus,rhinolophus arcuatus,incorrect_but_suspected
3433757,608708,betacoronavirus,rhinolophus shameli,incorrect_but_suspected
3433757,59477,betacoronavirus,rhinolophus affinis,correct
3433757,430491,betacoronavirus,rhinolophus stheno,incorrect_but_suspected
3433757,476589,betacoronavirus,rhinolophus thomasi,correct
3433757,89399,betacoronavirus,rhinolophus sinicus,correct
3433757,188571,betacoronavirus,rhinolophus pearsonii,correct
3433757,249024,betacoronavirus,rhinolophus alcyone,incorrect_but_suspected
3433757,2603865,betacoronavirus,rhinolophus lobatus,host not in dataset
3433757,2603866,betacoronavirus,rhinolophus rhodesiae,host not in dataset
3433757,519041,betacoronavirus,rhinolophus simulator,incorrect_but_unlikely
3433757,302408,betacoronavirus,rhinolophus capensis,incorrect_but_unlikely
3433757,49443,betacoronavirus,rhinolophus darlingi,incorrect_but_suspected
3433757,59478,betacoronavirus,rhinolophus clivosus,correct
3433757,59479,betacoronavirus,rhinolophus ferrumequinum,correct
3433757,342862,betacoronavirus,rhinolophus mehelyi,correct
3433757,519037,betacoronavirus,rhinolophus blasii,correct
3433757,337453,betacoronavirus,rhinolophus luctus,incorrect_but_suspected
3433757,430492,betacoronavirus,rhinolophus trifoliatus,incorrect_but_suspected
3433757,77218,betacoronavirus,rhinolophus hipposideros,correct
3433757,1195082,betacoronavirus,triaenops menamena,host not in dataset
3433757,329870,betacoronavirus,triaenops persicus,correct
3433757,549403,betacoronavirus,triaenops afer,host not in dataset
3433757,3371112,betacoronavirus,lyroderma lyra,host not in dataset
3433757,124756,betacoronavirus,rhinopoma hardwickii,correct
3433757,132908,betacoronavirus,pteropus vampyrus,incorrect_but_suspected
3433757,166054,betacoronavirus,pteropus lylei,incorrect_but_suspected
3433757,196297,betacoronavirus,pteropus rufus,incorrect_but_negative
3433757,385575,betacoronavirus,pteropus dasymallus,incorrect_but_suspected
3433757,328804,betacoronavirus,pteropus conspicillatus,incorrect_but_suspected
3433757,9403,betacoronavirus,pteropus poliocephalus,incorrect_but_suspected
3433757,58057,betacoronavirus,acerodon celebensis,incorrect_but_suspected
3433757,1410044,betacoronavirus,epomops buettikoferi,incorrect_but_suspected
3433757,1898389,betacoronavirus,epomops sp.,host not in dataset
3433757,77231,betacoronavirus,epomops franqueti,correct
3433757,372077,betacoronavirus,epomophorus gambianus,correct
3433757,903567,betacoronavirus,epomophorus labiatus,correct
3433757,58067,betacoronavirus,epomophorus wahlbergi,incorrect_but_suspected
3433757,498220,betacoronavirus,nanonycteris veldkampii,incorrect_but_suspected
3433757,448084,betacoronavirus,hypsignathus monstrosus,incorrect_but_suspected
3433757,58071,betacoronavirus,myonycteris angolensis,incorrect_but_suspected
3433757,77243,betacoronavirus,myonycteris torquata,incorrect_but_suspected
3433757,58073,betacoronavirus,megaloglossus woermanni,correct
3433757,1898393,betacoronavirus,rousettus sp.,host not in dataset
3433757,58083,betacoronavirus,rousettus amplexicaudatus,correct
3433757,77223,betacoronavirus,rousettus madagascariensis,incorrect_but_suspected
3433757,9407,betacoronavirus,rousettus aegyptiacus,correct
3433757,9408,betacoronavirus,rousettus leschenaultii,correct
3433757,58065,betacoronavirus,eonycteris spelaea,correct
3433757,58063,betacoronavirus,eidolon dupreanum,correct
3433757,1898386,betacoronavirus,cynopterus sp.,host not in dataset
3433757,58060,betacoronavirus,cynopterus brachyotis,correct
3433757,9400,betacoronavirus,cynopterus sphinx,correct
3433757,298110,betacoronavirus,,host_unknown
3433757,77233,betacoronavirus,megaerops niphanae,correct
3433757,374419,betacoronavirus,megaerops kusnotoi,incorrect_but_suspected
3433757,326081,betacoronavirus,dyacopterus spadiceus,correct
3433757,326151,betacoronavirus,penthetor lucasii,host not in dataset
3433757,326083,betacoronavirus,macroglossus sobrinus,incorrect_but_suspected
3433757,1381355,betacoronavirus,taphozous perforatus,correct
3433757,187003,betacoronavirus,taphozous melanopogon,incorrect_but_suspected
3433757,907075,betacoronavirus,coleura afra,incorrect_but_suspected
694003,110941,betacoronavirus,macronycteris commersonii,host not in dataset
694003,2603869,betacoronavirus,macronycteris vittatus,host not in dataset
694003,188568,betacoronavirus,aselliscus stoliczkanus,correct
694003,1207989,betacoronavirus,hipposideros lekaguli,incorrect_but_unlikely
694003,188569,betacoronavirus,hipposideros pratti,correct
694003,59453,betacoronavirus,hipposideros diadema,incorrect_but_unlikely
694003,175524,betacoronavirus,hipposideros larvatus,incorrect_but_suspected
694003,186990,betacoronavirus,hipposideros armiger,correct
694003,186991,betacoronavirus,hipposideros armiger,correct
694003,157961,betacoronavirus,hipposideros bicolor,incorrect_but_suspected
694003,270698,betacoronavirus,hipposideros cineraceus,incorrect_but_unlikely
694003,334201,betacoronavirus,hipposideros pomona,incorrect_but_suspected
694003,249020,betacoronavirus,hipposideros abae,incorrect_but_unlikely
694003,584995,betacoronavirus,hipposideros fuliginosus,incorrect_but_suspected
