thresh,precision,recall,TP,FP,FN,TN,n_predicted,n_ground_pos
0.235,0.6627906976744186,0.9193548387096774,57,29,5,94,86,62
0.236,0.6627906976744186,0.9193548387096774,57,29,5,94,86,62
0.237,0.6627906976744186,0.9193548387096774,57,29,5,94,86,62
0.238,0.6627906976744186,0.9193548387096774,57,29,5,94,86,62
0.239,0.6627906976744186,0.9193548387096774,57,29,5,94,86,62
0.24,0.6627906976744186,0.9193548387096774,57,29,5,94,86,62
0.241,0.6627906976744186,0.9193548387096774,57,29,5,94,86,62
0.242,0.6551724137931034,0.9193548387096774,57,30,5,93,87,62
0.243,0.6404494382022472,0.9193548387096774,57,32,5,91,89,62
0.244,0.6404494382022472,0.9193548387096774,57,32,5,91,89,62
0.245,0.6404494382022472,0.9193548387096774,57,32,5,91,89,62
0.246,0.6404494382022472,0.9193548387096774,57,32,5,91,89,62
0.247,0.6404494382022472,0.9193548387096774,57,32,5,91,89,62
0.248,0.6404494382022472,0.9193548387096774,57,32,5,91,89,62
0.249,0.6444444444444445,0.9354838709677419,58,32,4,91,90,62
0.25,0.6444444444444445,0.9354838709677419,58,32,4,91,90,62
0.251,0.6444444444444445,0.9354838709677419,58,32,4,91,90,62
0.252,0.6444444444444445,0.9354838709677419,58,32,4,91,90,62
0.253,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.254,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.255,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.256,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.257,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.258,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.259,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.26,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.261,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.262,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.263,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.264,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.265,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.266,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.267,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.268,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.269,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.27,0.6373626373626373,0.9354838709677419,58,33,4,90,91,62
0.271,0.6304347826086957,0.9354838709677419,58,34,4,89,92,62
0.272,0.6304347826086957,0.9354838709677419,58,34,4,89,92,62
0.273,0.6304347826086957,0.9354838709677419,58,34,4,89,92,62
0.274,0.6304347826086957,0.9354838709677419,58,34,4,89,92,62
0.275,0.6304347826086957,0.9354838709677419,58,34,4,89,92,62
0.276,0.6304347826086957,0.9354838709677419,58,34,4,89,92,62
0.277,0.6304347826086957,0.9354838709677419,58,34,4,89,92,62
0.278,0.6304347826086957,0.9354838709677419,58,34,4,89,92,62
0.279,0.6236559139784946,0.9354838709677419,58,35,4,88,93,62
0.28,0.6236559139784946,0.9354838709677419,58,35,4,88,93,62
0.281,0.6236559139784946,0.9354838709677419,58,35,4,88,93,62
0.282,0.6236559139784946,0.9354838709677419,58,35,4,88,93,62
0.283,0.6170212765957447,0.9354838709677419,58,36,4,87,94,62
0.284,0.6170212765957447,0.9354838709677419,58,36,4,87,94,62
0.285,0.6170212765957447,0.9354838709677419,58,36,4,87,94,62
0.286,0.6170212765957447,0.9354838709677419,58,36,4,87,94,62
0.287,0.6170212765957447,0.9354838709677419,58,36,4,87,94,62
0.288,0.6170212765957447,0.9354838709677419,58,36,4,87,94,62
0.289,0.6170212765957447,0.9354838709677419,58,36,4,87,94,62
0.29,0.6170212765957447,0.9354838709677419,58,36,4,87,94,62
0.291,0.6170212765957447,0.9354838709677419,58,36,4,87,94,62
0.292,0.6105263157894737,0.9354838709677419,58,37,4,86,95,62
0.293,0.6105263157894737,0.9354838709677419,58,37,4,86,95,62
0.294,0.6105263157894737,0.9354838709677419,58,37,4,86,95,62
0.295,0.6105263157894737,0.9354838709677419,58,37,4,86,95,62
0.296,0.6105263157894737,0.9354838709677419,58,37,4,86,95,62
0.297,0.6105263157894737,0.9354838709677419,58,37,4,86,95,62
0.298,0.6105263157894737,0.9354838709677419,58,37,4,86,95,62
0.299,0.6041666666666666,0.9354838709677419,58,38,4,85,96,62
0.3,0.5979381443298969,0.9354838709677419,58,39,4,84,97,62
0.301,0.5979381443298969,0.9354838709677419,58,39,4,84,97,62
0.302,0.5979381443298969,0.9354838709677419,58,39,4,84,97,62
0.303,0.5979381443298969,0.9354838709677419,58,39,4,84,97,62
0.304,0.6020408163265306,0.9516129032258065,59,39,3,84,98,62
0.305,0.6020408163265306,0.9516129032258065,59,39,3,84,98,62
0.306,0.6020408163265306,0.9516129032258065,59,39,3,84,98,62
0.307,0.6020408163265306,0.9516129032258065,59,39,3,84,98,62
0.308,0.6020408163265306,0.9516129032258065,59,39,3,84,98,62
0.309,0.6020408163265306,0.9516129032258065,59,39,3,84,98,62
0.31,0.5959595959595959,0.9516129032258065,59,40,3,83,99,62
0.311,0.59,0.9516129032258065,59,41,3,82,100,62
0.312,0.59,0.9516129032258065,59,41,3,82,100,62
0.313,0.5841584158415841,0.9516129032258065,59,42,3,81,101,62
0.314,0.5841584158415841,0.9516129032258065,59,42,3,81,101,62
